,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_year,composite_performance_score
4751,4751,James Augustine,ORL,23.0,208.28,106.59412,Illinois,USA,2006,2,41,2,1.0,1.5,1.0,0.0,0.25,0.286,0.2019999999999999,0.3329999999999999,0.3329999999999999,2006-07,2006,0.18688927830597155
4805,4805,Leon Powe,BOS,23.0,203.2,108.86208,California,USA,2006,2,49,63,4.2,3.4,0.2,0.0,0.152,0.22,0.178,0.5489999999999999,0.026,2006-07,2006,0.2436825111131061
4811,4811,LaMarcus Aldridge,POR,21.0,210.82,111.13004,Texas,USA,2006,1,2,63,9.0,5.0,0.4,0.0,0.125,0.157,0.191,0.5329999999999999,0.03,2006-07,2006,0.3072136636722718
4812,4812,Kyle Lowry,MEM,21.0,182.88,79.3786,Villanova,USA,2006,1,24,10,5.6,3.1,3.2,18.0,0.079,0.143,0.161,0.556,0.2689999999999999,2006-07,2006,0.35169524154488924
4825,4825,Mardy Collins,NYK,22.0,198.12,99.79024,Temple,USA,2006,1,29,52,4.5,2.0,1.6,0.0,0.043,0.12,0.188,0.445,0.188,2006-07,2006,0.24230854067814614
4826,4826,Marcus Williams,NJN,21.0,190.5,92.98636,Connecticut,USA,2006,1,22,79,6.8,2.1,3.3,0.0,0.026,0.1169999999999999,0.25,0.474,0.346,2006-07,2006,0.32526414924402464
4848,4848,Jordan Farmar,LAL,20.0,187.96,81.64656,UCLA,USA,2006,1,26,72,4.4,1.7,1.9,1.7,0.025,0.106,0.163,0.515,0.204,2006-07,2006,0.24823062173488528
4867,4867,Josh Boone,NJN,22.0,208.28,111.13004,Connecticut,USA,2006,1,23,61,4.2,2.9,0.2,4.0,0.111,0.185,0.174,0.5870000000000001,0.027,2006-07,2006,0.2516364084987741
4887,4887,Dee Brown,UTA,22.0,182.88,82.10015200000001,Illinois,USA,2006,2,46,49,1.9,0.8,1.7,2.1,0.021,0.092,0.141,0.411,0.2689999999999999,2006-07,2006,0.1892342252308277
4907,4907,Gabe Pruitt,BOS,22.0,193.04,77.11064,Southern California,USA,2007,2,32,15,2.1,0.5,0.9,0.0,0.012,0.09,0.212,0.401,0.245,2007-08,2007,0.19361318159463184
4911,4911,Glen Davis,BOS,22.0,205.74,131.088088,Louisiana State,USA,2007,2,35,69,4.5,3.0,0.4,7.8,0.127,0.1369999999999999,0.176,0.545,0.053,2007-08,2007,0.2636408511464775
4928,4928,Demetris Nichols,CHI,23.0,203.2,97.975872,Syracuse,USA,2007,2,53,14,1.1,0.4,0.1,0.0,0.0,0.1159999999999999,0.275,0.326,0.045,2007-08,2007,0.18430033337785537
4939,4939,Dominic McGuire,WAS,22.0,205.74,99.79024,Fresno State,USA,2007,2,47,70,1.3,2.0,0.6,0.0,0.086,0.144,0.108,0.397,0.096,2007-08,2007,0.15773846577415016
4952,4952,Wilson Chandler,NYK,21.0,203.2,99.79024,DePaul,USA,2007,1,23,35,7.3,3.6,0.9,0.0,0.055,0.149,0.185,0.48,0.074,2007-08,2007,0.2747165444889998
4993,4993,Jared Dudley,CHA,22.0,200.66,102.0582,Boston College,USA,2007,1,22,73,5.8,3.9,1.1,0.0,0.099,0.136,0.147,0.528,0.094,2007-08,2007,0.2635337259848815
5013,5013,Arron Afflalo,DET,22.0,195.58,97.52228,UCLA,USA,2007,1,27,75,3.7,1.8,0.7,7.7,0.044,0.121,0.149,0.494,0.086,2007-08,2007,0.22735966793956827
5032,5032,Aaron Gray,CHI,23.0,213.36,122.46984,Pittsburgh,USA,2007,2,49,61,4.3,2.8,0.7,0.0,0.127,0.188,0.221,0.529,0.113,2007-08,2007,0.26131900581548656
5033,5033,Aaron Brooks,HOU,23.0,182.88,73.028312,Oregon,USA,2007,1,26,51,5.2,1.1,1.7,0.0,0.026,0.085,0.2239999999999999,0.535,0.249,2007-08,2007,0.2661979786822695
5034,5034,Acie Law,ATL,23.0,190.5,88.45044,Texas A&M,USA,2007,1,11,56,4.2,1.0,2.0,0.0,0.016,0.062,0.1639999999999999,0.455,0.218,2007-08,2007,0.22549104706732373
5038,5038,Al Horford,ATL,22.0,208.28,111.13004,Florida,Dominican Republic,2007,1,3,81,10.1,9.7,1.5,0.0,0.113,0.247,0.162,0.539,0.078,2007-08,2007,0.39144459425946504
5040,5040,Al Thornton,LAC,24.0,203.2,99.79024,Florida State,USA,2007,1,14,79,12.7,4.5,1.2,0.0,0.052,0.141,0.242,0.504,0.084,2007-08,2007,0.35982454755834903
5041,5041,Alando Tucker,PHX,24.0,198.12,92.98636,Wisconsin,USA,2007,1,29,6,3.7,1.3,0.0,0.0,0.089,0.068,0.25,0.446,0.0,2007-08,2007,0.22142282669522614
5057,5057,Brandan Wright,GSW,20.0,205.74,92.98636,North Carolina,USA,2007,1,8,38,4.0,2.6,0.2,0.0,0.1009999999999999,0.172,0.161,0.583,0.035,2007-08,2007,0.22910177089277428
5062,5062,Chris Richard,MIN,23.0,205.74,122.46984,Florida,USA,2007,2,41,52,1.9,2.6,0.3,0.0,0.104,0.172,0.098,0.496,0.046,2007-08,2007,0.17559607853340178
5068,5068,Corey Brewer,MIN,22.0,205.74,83.91452,Florida,USA,2007,1,7,79,5.8,3.7,1.4,0.0,0.049,0.138,0.156,0.429,0.092,2007-08,2007,0.2551052242563573
5074,5074,DJ Strawberry,PHX,23.0,195.58,91.171992,Maryland,USA,2007,2,59,33,2.2,0.8,0.9,0.0,0.034,0.073,0.1889999999999999,0.364,0.165,2007-08,2007,0.1828740154416387
5075,5075,Daequan Cook,MIA,21.0,195.58,92.98636,Ohio State,USA,2007,1,21,59,8.8,3.0,1.3,0.0,0.016,0.134,0.1969999999999999,0.48,0.095,2007-08,2007,0.2901249977056658
5099,5099,Carl Landry,HOU,24.0,205.74,112.490816,Purdue,USA,2007,2,31,42,8.1,4.9,0.5,6.5,0.157,0.184,0.187,0.6409999999999999,0.05,2007-08,2007,0.3340585886476126
5163,5163,Marcus Williams,LAC,21.0,200.66,93.893544,Arizona,USA,2007,2,33,11,0.9,1.1,0.3,0.0,0.08,0.242,0.2319999999999999,0.25,0.143,2007-08,2007,0.16637380995604448
5182,5182,Joakim Noah,CHI,23.0,210.82,105.233344,Florida,USA,2007,1,9,74,6.6,5.6,1.1,0.0,0.124,0.182,0.155,0.539,0.087,2007-08,2007,0.2981676584203019
5185,5185,Jermareo Davidson,CHA,23.0,208.28,104.32616,Alabama,USA,2007,2,36,38,3.2,1.6,0.3,0.0,0.071,0.144,0.22,0.437,0.077,2007-08,2007,0.21383925958914884
5190,5190,Jeff Green,SEA,21.0,205.74,106.59412,Georgetown,USA,2007,1,5,80,10.5,4.7,1.5,0.0,0.05,0.136,0.195,0.491,0.0819999999999999,2007-08,2007,0.330873482975846
5192,5192,Javaris Crittenton,MEM,20.0,195.58,90.7184,Georgia Tech,USA,2007,1,19,50,5.6,2.2,1.0,0.0,0.043,0.131,0.216,0.499,0.121,2007-08,2007,0.26131810581938225
5195,5195,Jason Smith,PHI,22.0,213.36,108.86208,Colorado State,USA,2007,1,20,76,4.5,3.0,0.3,0.0,0.081,0.1639999999999999,0.159,0.491,0.0279999999999999,2007-08,2007,0.2249902176103702
5199,5199,Josh McRoberts,POR,21.0,208.28,108.86208,Duke,USA,2007,2,37,8,1.5,1.3,0.3,23.0,0.077,0.276,0.18,0.6,0.111,2007-08,2007,0.26760461546819553
5208,5208,Kevin Durant,SEA,19.0,205.74,97.52228,Texas,USA,2007,1,2,80,20.3,4.4,2.4,0.0,0.027,0.111,0.278,0.519,0.12,2007-08,2007,0.45419487068085823
5220,5220,Julian Wright,NOH,21.0,203.2,102.0582,Kansas,USA,2007,1,13,57,3.9,2.1,0.7,3.6,0.061,0.156,0.166,0.581,0.1,2007-08,2007,0.2429051746723605
5231,5231,Sean Williams,NJN,21.0,208.28,106.59412,Boston College,USA,2007,1,17,73,5.6,4.4,0.4,0.0,0.105,0.192,0.153,0.563,0.037,2007-08,2007,0.2631150127171737
5250,5250,Rodney Stuckey,DET,22.0,195.58,92.98636,Eastern Washington,USA,2007,1,15,57,7.6,2.3,2.8,3.6,0.035,0.108,0.228,0.484,0.258,2007-08,2007,0.3254857078853061
5260,5260,Thaddeus Young,PHI,20.0,203.2,99.79024,Georgia Tech,USA,2007,1,12,74,8.2,4.2,0.8,6.0,0.092,0.141,0.174,0.57,0.0559999999999999,2007-08,2007,0.31295682804709657
5263,5263,Taurean Green,DEN,21.0,182.88,80.28578399999998,Florida,USA,2007,2,52,17,1.6,0.6,0.6,5.4,0.0,0.141,0.23,0.446,0.208,2007-08,2007,0.21467395396126687
5274,5274,Stephane Lasme,MIA,25.0,203.2,97.52228,Massachusetts,Gabon,2007,2,46,16,5.2,3.3,0.2,0.0,0.1,0.099,0.166,0.488,0.02,2007-08,2007,0.23467762345115803
5275,5275,Spencer Hawes,SAC,20.0,213.36,111.13004,Washington,USA,2007,1,10,71,4.7,3.2,0.6,0.0,0.087,0.205,0.191,0.486,0.076,2007-08,2007,0.2481610346065061
5290,5290,Nick Young,WAS,23.0,198.12,90.7184,Southern California,USA,2007,1,16,75,7.5,1.5,0.8,0.0,0.023,0.093,0.248,0.527,0.1009999999999999,2007-08,2007,0.27906963067712437
5291,5291,Nick Fazekas,LAC,23.0,210.82,106.59412,Nevada,USA,2007,2,34,26,4.1,3.4,0.4,2.3,0.14,0.221,0.182,0.584,0.074,2007-08,2007,0.2603485230375006
5299,5299,Morris Almond,UTA,23.0,198.12,102.0582,Rice,USA,2007,1,25,9,1.4,0.2,0.3,0.0,0.0,0.069,0.22,0.368,0.13,2007-08,2007,0.1706571883283937
5308,5308,Mike Conley,MEM,20.0,185.42,81.64656,Ohio State,USA,2007,1,4,53,9.4,2.6,4.2,0.0,0.017,0.099,0.1889999999999999,0.502,0.247,2007-08,2007,0.34702953085683347
5326,5326,Ramon Sessions,MIL,22.0,190.5,86.18248,Nevada,USA,2007,2,56,17,8.1,3.4,7.5,0.0,0.02,0.134,0.166,0.507,0.407,2007-08,2007,0.4062080954194891
5341,5341,Jerryd Bayless,POR,20.0,190.5,90.7184,Arizona,USA,2008,1,11,53,4.3,1.1,1.5,0.0,0.015,0.092,0.205,0.487,0.2019999999999999,2008-09,2008,0.2401396074325779
5343,5343,Joe Alexander,MIL,22.0,203.2,104.32616,West Virginia,USA,2008,1,8,59,4.7,1.9,0.7,0.0,0.068,0.125,0.201,0.494,0.094,2008-09,2008,0.23749940679960777
5344,5344,Joe Crawford,NYK,23.0,195.58,95.25432,Kentucky,USA,2008,2,58,2,4.5,2.0,0.5,16.8,0.043,0.12,0.216,0.414,0.091,2008-09,2008,0.27237694711848226
5349,5349,Joey Dorsey,HOU,25.0,203.2,121.562656,Memphis,USA,2008,2,33,3,0.7,0.3,0.3,0.0,0.0,0.25,0.168,0.5,0.5,2008-09,2008,0.1654905525172166
5373,5373,Jason Thompson,SAC,22.0,210.82,113.398,Rider,USA,2008,1,12,82,11.1,7.4,1.1,0.0,0.118,0.188,0.191,0.54,0.066,2008-09,2008,0.37087344219936824
5382,5382,Kyle Weaver,OKC,23.0,198.12,91.171992,Washington State,USA,2008,2,38,56,5.3,2.3,1.8,0.0,0.031,0.098,0.13,0.551,0.128,2008-09,2008,0.2479540116528526
5396,5396,Luc Mbah a Moute,MIL,22.0,203.2,104.32616,UCLA,Cameroon,2008,2,37,82,7.2,5.9,1.1,0.0,0.102,0.176,0.144,0.516,0.064,2008-09,2008,0.29830896218903646
5415,5415,Kevin Love,MIN,20.0,208.28,117.93392,UCLA,USA,2008,1,5,81,11.1,9.1,1.0,0.0,0.146,0.271,0.205,0.5379999999999999,0.07,2008-09,2008,0.3983599368762996
5421,5421,Kosta Koufos,UTA,20.0,213.36,120.20188,Ohio State,USA,2008,1,23,48,4.7,2.9,0.4,0.0,0.103,0.177,0.185,0.54,0.061,2008-09,2008,0.2458312422063468
5430,5430,Derrick Rose,CHI,20.0,190.5,86.18248,Memphis,USA,2008,1,1,81,16.8,3.9,6.3,0.0,0.037,0.085,0.225,0.516,0.283,2008-09,2008,0.47750490495290193
5438,5438,Donte Greene,SAC,21.0,210.82,102.511792,Syracuse,USA,2008,1,28,55,3.8,1.6,0.5,0.0,0.0279999999999999,0.107,0.176,0.416,0.067,2008-09,2008,0.19996941266994284
5449,5449,DJ White,OKC,22.0,205.74,113.851592,Indiana,USA,2008,1,29,7,8.9,4.6,0.9,0.0,0.093,0.204,0.204,0.556,0.07,2008-09,2008,0.3201149576419326
5461,5461,Darnell Jackson,CLE,23.0,205.74,114.758776,Kansas,USA,2008,2,52,51,1.9,1.7,0.2,0.0,0.094,0.155,0.128,0.483,0.03,2008-09,2008,0.17180013397296867
5462,5462,Darrell Arthur,MEM,21.0,205.74,102.0582,Kansas,USA,2008,1,27,76,5.6,4.6,0.6,0.0,0.088,0.203,0.163,0.456,0.049,2008-09,2008,0.2574560359389811
5465,5465,DeAndre Jordan,LAC,20.0,210.82,113.398,Texas A&M,USA,2008,2,35,53,4.3,4.5,0.2,0.0,0.107,0.256,0.14,0.585,0.025,2008-09,2008,0.2491559286270529
5474,5474,Henry Walker,BOS,21.0,198.12,99.79024,Kansas State,USA,2008,2,47,29,3.0,1.0,0.4,0.0,0.045,0.125,0.182,0.6459999999999999,0.107,2008-09,2008,0.2224825233413521
5480,5480,JJ Hickson,CLE,20.0,205.74,109.769264,North Carolina State,USA,2008,1,19,62,4.0,2.7,0.1,0.0,0.0969999999999999,0.177,0.185,0.5479999999999999,0.023,2008-09,2008,0.23329461919761338
5483,5483,JaVale McGee,WAS,21.0,213.36,107.501304,Nevada,USA,2008,1,18,75,6.5,3.9,0.3,0.0,0.118,0.181,0.205,0.534,0.035,2008-09,2008,0.2782239004328228
5488,5488,J.R. Giddens,BOS,24.0,195.58,97.52228,New Mexico,USA,2008,1,30,6,0.7,0.5,0.0,15.4,0.4,0.2,0.311,0.667,0.0,2008-09,2008,0.2909596709388635
5497,5497,Eric Gordon,LAC,20.0,190.5,100.697424,Indiana,USA,2008,1,7,78,16.1,2.6,2.8,0.0,0.019,0.07,0.208,0.593,0.1369999999999999,2008-09,2008,0.3888297287957809
5506,5506,George Hill,SAS,23.0,187.96,81.64656,Indiana Purdue-Indianapolis,USA,2008,1,26,77,5.7,2.1,1.8,2.2,0.0279999999999999,0.12,0.195,0.502,0.183,2008-09,2008,0.2740584804742809
5525,5525,Sonny Weems,DEN,22.0,198.12,92.079176,Arkansas,USA,2008,2,39,12,1.6,0.3,0.3,0.0,0.0,0.073,0.272,0.3329999999999999,0.12,2008-09,2008,0.19027308088594239
5542,5542,Roy Hibbert,IND,22.0,218.44,126.098576,Georgetown,USA,2008,1,17,70,7.1,3.5,0.7,0.0,0.12,0.1369999999999999,0.2319999999999999,0.51,0.077,2008-09,2008,0.29271783209653224
5545,5545,Sean Singletary,CHA,23.0,182.88,83.91452,Virginia,USA,2008,2,42,37,2.4,0.9,0.8,0.0,0.04,0.102,0.185,0.478,0.174,2008-09,2008,0.1998283300524001
5547,5547,Ryan Anderson,NJN,21.0,208.28,108.86208,California,USA,2008,1,21,66,7.4,4.7,0.8,0.0,0.096,0.19,0.184,0.532,0.065,2008-09,2008,0.2965408090775818
5555,5555,Russell Westbrook,OKC,20.0,190.5,84.821704,UCLA,USA,2008,1,4,82,15.3,4.9,5.3,0.0,0.075,0.096,0.256,0.489,0.273,2008-09,2008,0.4698444841796319
5565,5565,Walter Sharpe,DET,22.0,205.74,111.13004,Alabama-Birmingham,USA,2008,2,32,8,1.0,0.4,0.0,0.0,0.0,0.12,0.292,0.337,0.0,2008-09,2008,0.19058977228293908
5601,5601,Robin Lopez,PHX,21.0,213.36,115.66596,Stanford,USA,2008,1,15,60,3.2,2.0,0.1,0.0,0.099,0.123,0.139,0.5660000000000001,0.019,2008-09,2008,0.20092783296582392
5610,5610,Michael Beasley,MIA,20.0,205.74,111.13004,Kansas State,USA,2008,1,2,81,13.9,5.4,1.0,0.0,0.065,0.195,0.2769999999999999,0.528,0.078,2008-09,2008,0.3956792776220948
5620,5620,Mike Taylor,LAC,23.0,187.96,74.84268,Iowa State,USA,2008,2,55,51,5.7,1.7,2.1,0.0,0.033,0.0969999999999999,0.226,0.477,0.231,2008-09,2008,0.2779512528281968
5626,5626,Malik Hairston,SAS,22.0,198.12,99.79024,Oregon,USA,2008,2,48,15,3.3,1.9,0.9,0.0,0.073,0.121,0.1889999999999999,0.48,0.14,2008-09,2008,0.22425202241150388
5637,5637,Mario Chalmers,MIA,23.0,185.42,86.18248,Kansas,USA,2008,2,34,82,10.0,2.8,4.9,1.0,0.017,0.089,0.163,0.5479999999999999,0.231,2008-09,2008,0.3668875631622606
5672,5672,Nathan Jawai,TOR,22.0,208.28,127.00576,Midland,Australia,2008,2,41,6,0.3,0.3,0.0,0.0,0.04,0.059,0.127,0.25,0.0,2008-09,2008,0.0999027660992861
5678,5678,O.J. Mayo,MEM,21.0,193.04,95.25432,Southern California,USA,2008,1,3,82,18.5,3.8,3.2,0.0,0.022,0.1009999999999999,0.244,0.539,0.151,2008-09,2008,0.4376553745025378
5689,5689,D.J. Augustin,CHA,21.0,182.88,81.64656,Texas,USA,2008,1,9,72,11.8,1.8,3.5,0.0,0.011,0.076,0.208,0.5870000000000001,0.237,2008-09,2008,0.3602451683778929
5690,5690,Marreese Speights,PHI,21.0,208.28,111.13004,Florida,USA,2008,1,16,79,7.7,3.7,0.4,0.0,0.114,0.168,0.218,0.5429999999999999,0.044,2008-09,2008,0.2929210620364946
5693,5693,Brook Lopez,NJN,21.0,213.36,117.93392,Stanford,USA,2008,1,10,82,13.0,8.1,1.0,0.0,0.105,0.212,0.201,0.568,0.06,2008-09,2008,0.4008149640023995
5700,5700,Brandon Rush,IND,23.0,198.12,95.25432,Kansas,USA,2008,1,13,75,8.1,3.1,0.9,0.0,0.02,0.122,0.166,0.505,0.0559999999999999,2008-09,2008,0.2691630110572724
5725,5725,Courtney Lee,ORL,23.0,195.58,90.7184,Western Kentucky,USA,2008,1,22,77,8.4,2.3,1.2,8.2,0.011,0.09,0.156,0.556,0.074,2008-09,2008,0.291786649788013
5736,5736,Chris Douglas-Roberts,NJN,22.0,200.66,90.7184,Memphis,USA,2008,2,40,44,4.9,1.1,1.2,3.7,0.0289999999999999,0.076,0.191,0.531,0.152,2008-09,2008,0.24917902965957525
5752,5752,Anthony Randolph,GSW,19.0,208.28,95.25432,Louisiana State,USA,2008,1,14,63,7.9,5.8,0.8,0.0,0.124,0.2239999999999999,0.215,0.506,0.066,2008-09,2008,0.32470230858067256
5784,5784,Sam Young,MEM,25.0,198.12,99.79024,Pittsburgh,USA,2009,2,36,80,7.4,2.5,0.7,0.0,0.066,0.107,0.2189999999999999,0.518,0.068,2009-10,2009,0.27652318507280965
5825,5825,Patty Mills,POR,21.0,182.88,83.91452,Saint Mary's (CA),Australia,2009,2,55,10,2.6,0.2,0.5,0.0,0.031,0.043,0.345,0.48,0.25,2009-10,2009,0.25428387735332525
5867,5867,Taj Gibson,CHI,25.0,205.74,102.0582,Southern California,USA,2009,1,26,82,9.0,7.5,0.9,0.0,0.114,0.187,0.1669999999999999,0.521,0.049,2009-10,2009,0.34010535431934824
5876,5876,Stephen Curry,GSW,22.0,190.5,83.91452,Davidson,USA,2009,1,7,80,17.5,4.5,5.9,0.0,0.018,0.118,0.218,0.568,0.241,2009-10,2009,0.48798689709702625
5884,5884,Taylor Griffin,PHX,24.0,200.66,107.954896,Oklahoma,USA,2009,2,48,8,1.3,0.3,0.1,1.5,0.0,0.063,0.178,0.425,0.0559999999999999,2009-10,2009,0.16228546985854703
5888,5888,Tyler Hansbrough,IND,24.0,205.74,113.398,North Carolina,USA,2009,1,13,29,8.5,4.8,1.0,0.0,0.12,0.173,0.249,0.4479999999999999,0.0969999999999999,2009-10,2009,0.32445014320844606
5889,5889,Ty Lawson,DEN,22.0,180.34,88.45044,North Carolina,USA,2009,1,18,65,8.3,1.9,3.1,5.4,0.037,0.071,0.176,0.6,0.233,2009-10,2009,0.33158633081464894
5900,5900,Toney Douglas,NYK,24.0,185.42,90.7184,Florida State,USA,2009,1,29,56,8.6,1.9,2.0,0.0,0.04,0.074,0.1939999999999999,0.5710000000000001,0.1669999999999999,2009-10,2009,0.30032565934517663
5905,5905,Terrence Williams,NJN,23.0,198.12,99.79024,Louisville,USA,2009,1,11,78,8.4,4.5,2.9,0.0,0.0289999999999999,0.2019999999999999,0.217,0.4589999999999999,0.2239999999999999,2009-10,2009,0.3457045422977459
5925,5925,Austin Daye,DET,22.0,210.82,90.7184,Gonzaga,USA,2009,1,15,69,5.1,2.5,0.5,0.0,0.042,0.204,0.181,0.546,0.063,2009-10,2009,0.24429996643691754
5931,5931,AJ Price,IND,23.0,187.96,82.10015200000001,Connecticut,USA,2009,2,52,56,7.3,1.6,1.9,1.4,0.015,0.098,0.225,0.53,0.198,2009-10,2009,0.2955070418397411
5948,5948,Tyreke Evans,SAC,20.0,198.12,99.79024,Memphis,USA,2009,1,4,72,20.1,5.3,5.8,0.0,0.027,0.136,0.264,0.529,0.268,2009-10,2009,0.5292226951869893
5959,5959,Eric Maynor,OKC,23.0,190.5,79.3786,Virginia Commonwealth,USA,2009,1,20,81,4.7,1.6,3.3,2.8,0.02,0.095,0.174,0.478,0.3389999999999999,2009-10,2009,0.2789348519396307
5967,5967,Earl Clark,PHX,22.0,208.28,102.0582,Louisville,USA,2009,1,14,51,2.7,1.2,0.4,0.0,0.054,0.13,0.216,0.42,0.093,2009-10,2009,0.20232224820408473
5981,5981,Gerald Henderson,CHA,22.0,195.58,97.52228,Duke,USA,2009,1,12,43,2.6,1.3,0.3,0.2,0.048,0.127,0.18,0.4529999999999999,0.071,2009-10,2009,0.19128647053001369
5986,5986,James Johnson,CHI,23.0,205.74,111.13004,Wake Forest,USA,2009,1,16,65,3.9,2.0,0.7,0.0,0.051,0.141,0.179,0.532,0.104,2009-10,2009,0.22975271079035023
5987,5987,James Harden,OKC,20.0,195.58,99.79024,Arizona State,USA,2009,1,3,76,9.9,3.2,1.8,5.9,0.032,0.126,0.203,0.551,0.13,2009-10,2009,0.34026916278595337
6004,6004,Hasheem Thabeet,MEM,23.0,220.98,121.109064,Connecticut,Tanzania,2009,1,2,68,3.1,3.6,0.2,0.0,0.11,0.204,0.105,0.605,0.018,2009-10,2009,0.21617736488272002
6031,6031,Chase Budinger,HOU,22.0,200.66,98.883056,Arizona,USA,2009,2,44,74,8.9,3.0,1.2,0.1,0.027,0.147,0.1889999999999999,0.545,0.096,2009-10,2009,0.29584825041972135
6047,6047,Derrick Brown,CHA,22.0,203.2,102.965384,Xavier,USA,2009,2,40,57,3.3,1.4,0.3,1.5,0.072,0.104,0.17,0.52,0.061,2009-10,2009,0.20734545400809598
6053,6053,DeMarre Carroll,MEM,23.0,203.2,96.161504,Missouri,USA,2009,1,27,71,2.9,2.1,0.5,0.0,0.08,0.135,0.145,0.426,0.059,2009-10,2009,0.18887373165550178
6054,6054,DeMar DeRozan,TOR,20.0,200.66,99.79024,Southern California,USA,2009,1,9,77,8.6,2.9,0.7,0.0,0.047,0.108,0.182,0.5539999999999999,0.048,2009-10,2009,0.2804225484724126
6055,6055,DeJuan Blair,SAS,21.0,200.66,120.20188,Pittsburgh,USA,2009,2,37,82,7.8,6.4,0.8,4.0,0.159,0.255,0.204,0.564,0.07,2009-10,2009,0.34748683755140014
6060,6060,Darren Collison,NOH,22.0,182.88,72.57472,UCLA,USA,2009,1,21,76,12.4,2.5,5.7,0.0,0.023,0.086,0.23,0.546,0.3229999999999999,2009-10,2009,0.42148468847883463
6065,6065,Dante Cunningham,POR,23.0,203.2,104.32616,Villanova,USA,2009,2,33,63,3.9,2.5,0.2,5.5,0.094,0.19,0.166,0.517,0.032,2009-10,2009,0.23353329623520921
6066,6066,Danny Green,CLE,23.0,198.12,95.25432,North Carolina,USA,2009,2,46,20,2.0,0.9,0.3,0.0,0.0819999999999999,0.087,0.186,0.48,0.074,2009-10,2009,0.18769302219979303
6074,6074,DaJuan Summers,DET,22.0,203.2,108.86208,Georgetown,USA,2009,2,35,44,3.0,1.0,0.4,0.0,0.038,0.099,0.183,0.457,0.07,2009-10,2009,0.19330570919802467
6096,6096,Lester Hudson,MEM,25.0,190.5,86.18248,Tennessee-Martin,USA,2009,2,58,25,2.3,0.7,0.5,2.5,0.064,0.096,0.24,0.494,0.155,2009-10,2009,0.2230636758333854
6111,6111,Marcus Thornton,NOH,23.0,193.04,92.98636,Louisiana State,USA,2009,2,43,73,14.5,2.9,1.6,0.0,0.045,0.09,0.252,0.55,0.103,2009-10,2009,0.3697036738639134
6130,6130,Byron Mullens,OKC,21.0,213.36,124.7378,Ohio State,USA,2009,1,24,13,1.1,0.8,0.1,0.0,0.065,0.146,0.1989999999999999,0.368,0.03,2009-10,2009,0.16391939653552265
6149,6149,Jodie Meeks,PHI,22.0,193.04,94.347136,Kentucky,USA,2009,2,41,60,4.7,1.7,0.7,0.0,0.0139999999999999,0.154,0.19,0.493,0.08,2009-10,2009,0.22982870558717852
6153,6153,Jermaine Taylor,HOU,23.0,193.04,95.25432,Central Florida,USA,2009,2,32,31,4.1,1.5,0.5,0.0,0.068,0.103,0.223,0.46,0.096,2009-10,2009,0.22772584628142392
6155,6155,Jeff Teague,ATL,22.0,187.96,81.64656,Wake Forest,USA,2009,1,19,71,3.2,0.9,1.7,0.0,0.008,0.106,0.183,0.4589999999999999,0.258,2009-10,2009,0.2197412895689498
6159,6159,Jeff Ayres,POR,23.0,205.74,108.86208,Arizona State,USA,2009,2,31,39,2.7,2.5,0.0,0.0,0.081,0.2319999999999999,0.102,0.705,0.004,2009-10,2009,0.2082970720853825
6192,6192,Jrue Holiday,PHI,20.0,193.04,81.64656,UCLA,USA,2009,1,17,73,8.0,2.6,3.8,0.0,0.037,0.092,0.183,0.526,0.239,2009-10,2009,0.33025702873742985
6199,6199,Jordan Hill,HOU,22.0,208.28,106.59412,Arizona,USA,2009,1,8,47,5.2,3.7,0.4,0.0,0.126,0.195,0.181,0.528,0.052,2009-10,2009,0.2569883279834547
6201,6201,Jonny Flynn,MIN,21.0,182.88,83.91452,Syracuse,USA,2009,1,6,81,13.5,2.4,4.4,0.0,0.011,0.083,0.243,0.511,0.245,2009-10,2009,0.4018685100728021
6204,6204,Jon Brockman,SAC,23.0,200.66,115.66596,Washington,USA,2009,2,38,52,2.8,4.1,0.4,0.0,0.192,0.2019999999999999,0.102,0.564,0.049,2009-10,2009,0.21736091787761538
6221,6221,Wayne Ellington,MIN,22.0,193.04,90.7184,North Carolina,USA,2009,1,28,76,6.6,2.1,1.0,0.0,0.026,0.1009999999999999,0.172,0.527,0.085,2009-10,2009,0.2525439524481738
6232,6232,James Anderson,SAS,22.0,198.12,97.52228,Oklahoma State,USA,2010,1,20,26,3.6,0.9,0.7,0.0,0.009,0.091,0.165,0.529,0.103,2010-11,2010,0.2057506777349244
6261,6261,Gordon Hayward,UTA,21.0,203.2,93.893544,Butler,USA,2010,1,9,72,5.4,1.9,1.1,0.0,0.04,0.102,0.153,0.578,0.106,2010-11,2010,0.2430884163583695
6263,6263,Greg Monroe,DET,21.0,210.82,113.398,Georgetown,USA,2010,1,7,80,9.4,7.5,1.3,0.0,0.131,0.204,0.154,0.575,0.075,2010-11,2010,0.35386317169319553
6264,6264,Greivis Vasquez,MEM,24.0,198.12,95.707912,Maryland,Venezuela,2010,1,28,70,3.6,1.0,2.2,0.0,0.017,0.094,0.17,0.493,0.266,2010-11,2010,0.23377486721520027
